file,width,height,offset,chosen,CRVAL1,CRVAL2
jw03429-o004_t002_nircam_clear-f090w_i2d.fits,4711.0,4592.0,370.1380236,True,210.81358158990844,54.313362470783886
jw03429-o004_t002_nircam_clear-f187n_i2d.fits,4711.0,4593.0,370.1380236,True,210.81358201458636,54.31335978258969
jw03429-o004_t002_nircam_clear-f200w_i2d.fits,4710.0,4592.0,5.6687349,True,210.8136097532841,54.31335593373718
jw03429-o004_t002_nircam_clear-f300m_i2d.fits,2257.0,2201.0,5.6687349,True,210.81395309156943,54.31347899498588
jw03429-o004_t002_nircam_clear-f335m_i2d.fits,2257.0,2201.0,5.6687349,True,210.81394479319965,54.31348094849496
jw03429-o004_t002_nircam_clear-f360m_i2d.fits,2257.0,2201.0,370.1380236,True,210.81394413008653,54.31348510247668
jw03429-o004_t002_nircam_clear-f444w_i2d.fits,2257.0,2201.0,370.1380236,True,210.81394101236586,54.31348301400366
jw03429-o004_t002_miri_f770w_i2d.fits,1129.0,1098.0,370.1380236,True,210.971297181446,54.35569284177243
jw03429-o004_t002_miri_f1000w_i2d.fits,1129.0,1098.0,370.1380236,True,210.97127205735939,54.35570251507153
jw03429-o004_t002_miri_f1130w_i2d.fits,1129.0,1098.0,5.6687349,True,210.9712817948325,54.35570772053249
jw03429-o004_t002_miri_f2100w_i2d.fits,1129.0,1098.0,370.1380236,True,210.97128828145011,54.35569747960583
