file,width,height,offset,chosen,CRVAL1,CRVAL2,CRVAL1fix,CRVAL2fix
jw01783-o001_t001_nircam_clear-f335m_i2d.fits,5654,2207,24.6000710192794,False,204.257544278146,-29.8668149996146,,
jw01783-o001_t001_nircam_clear-f187n_i2d.fits,11466,4595,24.6000710192794,False,204.257765947961,-29.8667335099844,,
jw01783-o001_t001_nircam_clear-f300m_i2d.fits,5657,2207,24.6000710192794,True,204.257535313539,-29.8668015185211,204.257542,-29.8668
jw01783-o001_t001_nircam_f405n-f444w_i2d.fits,5656,2206,24.6000710192794,True,204.257538475841,-29.8668040208359,204.2575565,-29.866798
jw01783-o001_t001_nircam_clear-f115w_i2d.fits,11470,4590,24.6000710192794,True,204.257760735277,-29.8667088058419,,
jw01783-o001_t001_nircam_clear-f444w_i2d.fits,5656,2206,24.6000710192794,True,204.257541770407,-29.8668037697656,204.257555,-29.8668037697656
jw01783-o001_t001_nircam_clear-f150w_i2d.fits,11470,4590,24.6000710192794,True,204.257760995356,-29.8667085918543,204.25776,-29.8667085918543
jw01783-o001_t001_nircam_clear-f200w_i2d.fits,11473,4597,24.6000710192794,True,204.257778519507,-29.8667097714413,204.257773,-29.86671
jw01783-o002_t010_miri_f770w_i2d.fits,3606,1149,144.677129816353,True,204.261702007391,-29.8635773838134,204.261675,-29.86359
jw01783-o002_t010_miri_f560w_i2d.fits,3606,1148,144.677129816353,True,204.261703667818,-29.8635750383931,204.26169,-29.86359
