file,width,height,offset,chosen,CRVAL1,CRVAL2,CRVAL1fix,CRVAL2fix
jw03707-o016_t009_nircam_clear-f187n_i2d.fits,4539,4518,381.926574603959,True,70.3680357658678,-2.85649581988541,70.368035,-2.85649
jw03707-o016_t009_miri_f2100w_i2d.fits,1086,1076,381.926574603959,False,70.3640775892418,-2.75514280657399,,
jw03707-o016_t009_nircam_clear-f335m_i2d.fits,2174,2167,25.7246330631335,True,70.3679950261649,-2.85623748150011,70.36799,-2.85624
jw03707-o016_t009_nircam_clear-f150w_i2d.fits,4539,4519,25.7246330631335,True,70.3680322311211,-2.85649476176044,,
jw03707-o016_t009_nircam_clear-f300m_i2d.fits,2174,2167,3.099999942449,True,70.3679999903447,-2.85623327008025,70.367995,-2.85624
jw03707-o016_t009_miri_f770w_i2d.fits,1086,1076,3.099999942449,False,70.3640850843671,-2.75514023575475,,
jw03707-o015_t009_miri_f2100w_i2d.fits,1779,1175,25.7246330631335,True,70.368614627859,-2.86348974169119,70.36865,-2.86348
jw03707-o015_t009_miri_f770w_i2d.fits,1779,1175,25.7246330631335,True,70.3686224634877,-2.86348631185626,70.36866,-2.86347
jw03707-c1062_t009_miri_f770w_i2d.fits,4842,1959,3.099999942449,False,70.3680851918154,-2.81446963198171,,
jw03707-c1062_t009_miri_f2100w_i2d.fits,4842,1959,3.099999942449,False,70.3680775082537,-2.81447222392512,,
