file,width,height,offset,chosen,CRVAL1,CRVAL2,CRVAL1fix,CRVAL2fix
jw03707-o147_t027_miri_f770w_i2d.fits,1779,1174,381.8753126,True,168.779186824825,14.7915161176743,168.77912,14.791505
jw03707-c1112_t027_miri_f770w_i2d.fits,4840,1959,381.8753126,False,168.74446450981,14.7564997777285,,
jw03707-o147_t027_miri_f2100w_i2d.fits,1779,1174,25.724633,False,168.77919365057,14.7915138709615,168.77916,14.79151
jw03707-c1112_t027_miri_f2100w_i2d.fits,4840,1959,25.724633,False,168.744472071567,14.7564963267449,,
jw03707-o148_t027_nircam_clear-f300m_i2d.fits,2174,2167,3.0999999,True,168.774115536848,14.7859553970458,168.77411,14.78594
jw03707-o148_t027_nircam_clear-f150w_i2d.fits,4539,4517,3.0999999,True,168.774265882074,14.7861509085147,168.77427,14.786146
jw03707-o148_t027_miri_f770w_i2d.fits,1086,1076,25.724633,False,168.703608827221,14.7114019690356,,
jw03707-o148_t027_miri_f2100w_i2d.fits,1086,1076,25.724633,False,168.703616507786,14.71139853435,,
jw03707-o148_t027_nircam_clear-f335m_i2d.fits,2174,2167,3.0999999,True,168.774122978175,14.7859518331495,168.77411,14.785945
jw03707-o148_t027_nircam_clear-f187n_i2d.fits,4538,4518,3.0999999,True,168.774269739534,14.7861501242142,,
