file,width,height,offset,chosen,CRVAL1,CRVAL2
jw04147-o012_t001_nircam_clear-f480m_i2d.fits,5640.0,2279.0,24.200072039561025,False,266.17033060042303,-29.447659102982694
jw04147-o012_t001_niriss_clear-f200w_i2d.fits,2782.0,2233.0,24.200072039561025,True,266.1073206746715,-29.365890900863093
jw04147-o012_t001_nircam_f444w-f470n_i2d.fits,5635.0,2281.0,24.200072039561025,True,266.1703088363824,-29.44766293610106
jw04147-o012_t001_niriss_clearp-f480m_i2d.fits,2782.0,2233.0,24.200072039561025,True,266.10734438112746,-29.365934728787657
jw04147-o012_t001_nircam_f150w2-f162m_i2d.fits,11437.0,4734.0,24.200072039561025,True,266.1702077098949,-29.44779990557064
jw04147-o012_t001_nircam_clear-f360m_i2d.fits,5641.0,2279.0,24.200072039561025,True,266.17033046875014,-29.447657924826142
jw04147-o012_t001_nircam_f405n-f444w_i2d.fits,5639.0,2279.0,24.200072039561025,True,266.17032664236876,-29.44765901013644
jw04147-o012_t001_nircam_clear-f212n_i2d.fits,11439.0,4735.0,24.200072039561025,True,266.17020771163374,-29.447802329410557
jw04147-o012_t001_nircam_clear-f115w_i2d.fits,11438.0,4735.0,24.200072039561025,True,266.17020354359283,-29.447801456056137
jw04147-o012_t001_nircam_clear-f182m_i2d.fits,11439.0,4734.0,24.200072039561025,True,266.17020659382484,-29.447801896965668
jw04147-o012_t001_niriss_clearp-f356w_i2d.fits,2782.0,2233.0,24.200072039561025,True,266.1073366314622,-29.365929295851057
jw04147-o012_t001_niriss_clear-f158m_i2d.fits,2782.0,2233.0,24.200072039561025,True,266.10733700526134,-29.36593779110923
