file,width,height,offset,chosen,CRVAL1,CRVAL2
jw02727-o007_t062_miri_f770w_i2d.fits,1734.0,1163.0,32.56488183376557,True,9.420428964735056,-33.7076751176807
jw02727-o007_t062_miri_f1280w_i2d.fits,1734.0,1163.0,27.2067633979485,True,9.420450817833846,-33.7076648662559
jw02727-o007_t062_miri_f1000w_i2d.fits,1734.0,1163.0,27.2067633979485,True,9.420447406517482,-33.70766404996165
jw02727-o007_t062_miri_f1800w_i2d.fits,1734.0,1163.0,32.71464977578137,True,9.420458419673826,-33.70767772693319
jw02727-o002_t062_nircam_clear-f277w_i2d.fits,2269.0,2265.0,8.90002606897378,True,9.423284889160616,-33.71327308195713
jw02727-o002_t062_nircam_clear-f090w_i2d.fits,4648.0,4637.0,3.100000044677807,True,9.423210781165793,-33.71301456262321
jw02727-o002_t062_nircam_clear-f150w_i2d.fits,4649.0,4636.0,9.29999953296428,True,9.423203508628042,-33.71302252794179
jw02727-o002_t062_nircam_clear-f356w_i2d.fits,2269.0,2265.0,3.100000044677807,True,9.423289419535925,-33.71327462830633
jw02727-o002_t062_nircam_clear-f200w_i2d.fits,4671.0,4665.0,9.09999994719123,True,9.423198944629068,-33.7130369946383
jw02727-o002_t062_nircam_clear-f444w_i2d.fits,2269.0,2265.0,3.100008862990473,True,9.423293326939275,-33.7132699521778
