file,width,height,offset,chosen,CRVAL1,CRVAL2
jw06606-o027_t004_niriss_clearp-f430m-sub256_i2d.fits,265.0,265.0,0.0,True,244.9421713709303,55.57151797817759
jw06606-o027_t004_niriss_clear-f200w-sub64_i2d.fits,73.0,72.0,0.0,True,244.9421377495876,55.57147868457463
jw06606-o027_t004_niriss_clear-f115w-sub64_i2d.fits,73.0,71.0,0.0,True,244.94216684800054,55.57151650514234
jw06606-o027_t004_niriss_clearp-f480m-sub256_i2d.fits,265.0,265.0,0.0,True,244.9421715333117,55.57152325863122
jw06606-o027_t004_niriss_clearp-f444w-sub128_i2d.fits,137.0,136.0,0.0,True,244.94216532970353,55.57151461626103
jw06606-o027_t004_niriss_clear-f140m-sub64_i2d.fits,73.0,72.0,0.0,True,244.9421636782733,55.5715188200104
jw06606-o027_t004_niriss_clearp-f277w-sub64_i2d.fits,73.0,72.0,0.0,True,244.94216322253152,55.5715136873427
jw06606-o027_t004_niriss_clearp-f380m-sub256_i2d.fits,265.0,265.0,0.0,True,244.9421655187326,55.57152698031171
jw06606-o027_t004_niriss_clear-f090w-sub64_i2d.fits,73.0,72.0,0.0,True,244.94215333534106,55.57152992936825
jw06606-o027_t004_niriss_clear-f158m-sub64_i2d.fits,73.0,72.0,0.0,True,244.94218127848401,55.571520772629704
jw06606-o027_t004_niriss_clear-f150w-sub64_i2d.fits,73.0,72.0,0.0,True,244.94216542886778,55.5715182492169
jw06606-o027_t004_niriss_clearp-f356w-sub128_i2d.fits,137.0,136.0,0.0,True,244.94217038593217,55.57151489378209
