file,width,height,offset,chosen,CRVAL1,CRVAL2
jw04446-o002_t009_nircam_clear-f090w_i2d.fits,4540.0,4519.0,35.93011858186836,True,171.81433948472124,42.4620901651857
jw04446-o002_t009_nircam_clear-f277w_i2d.fits,2174.0,2167.0,35.93011858186836,True,171.81465959055643,42.46221077313115
jw04446-o002_t009_nircam_clear-f444w_i2d.fits,2174.0,2167.0,35.93011858186836,True,171.81465177260228,42.46221400752596
jw04446-o002_t009_nircam_clear-f200w_i2d.fits,4539.0,4519.0,35.93011858186836,True,171.81436320953492,42.46208681003104
jw04446-o002_t009_nircam_clear-f150w_i2d.fits,4539.0,4519.0,35.93011858186836,True,171.81433961802992,42.4620891330698
jw04446-o002_t009_nircam_clear-f356w_i2d.fits,2174.0,2167.0,35.93011858186836,True,171.81465755246148,42.462210685702985
jw04446-c1000_t009_nircam_clear-f444w_i2d.fits,2523.0,2534.0,35.93011858186836,False,171.8166845528293,42.462276280429926
jw04446-c1000_t009_nircam_clear-f356w_i2d.fits,2523.0,2534.0,35.93011858186836,False,171.81669119139858,42.4622733762129
jw04446-c1000_t009_nircam_clear-f200w_i2d.fits,5246.0,5250.0,35.93011858186836,False,171.8164134755729,42.46212266748901
jw04446-c1000_t009_nircam_clear-f150w_i2d.fits,5246.0,5251.0,35.93011858186836,False,171.81638949151403,42.462124532629694
jw04446-c1000_t009_nircam_clear-f277w_i2d.fits,2523.0,2534.0,35.93011858186836,False,171.81669270739255,42.46227382253915
jw04446-c1000_t009_nircam_clear-f090w_i2d.fits,5247.0,5251.0,35.93011858186836,False,171.81638883516024,42.46212529744797
