file,width,height,offset,chosen,CRVAL1,CRVAL2,CRVAL1fix,CRVAL2fix
jw03707-o119_t055_miri_f2100w_i2d.fits,1178,1171,377.937118866079,True,345.548049921523,-39.573355138893,,
jw03707-o119_t055_miri_f770w_i2d.fits,1178,1171,377.937118866079,True,345.548056139667,-39.5733484147222,,
jw03707-c1105_t055_miri_f770w_i2d.fits,4505,1853,7.58729970089251,False,345.504394416771,-39.5335853048649,,
jw03707-o120_t055_nircam_clear-f335m_i2d.fits,2174,2167,7.58729970089251,True,345.540517419307,-39.5708624675275,345.54052,-39.570874
jw03707-c1105_t055_miri_f2100w_i2d.fits,4505,1853,8.89999999424779,False,345.504387962154,-39.5335920190248,,
jw03707-o120_t055_nircam_clear-f150w_i2d.fits,4539,4518,8.89999999424779,True,345.54073966449,-39.5710551169072,,
jw03707-o120_t055_nircam_clear-f187n_i2d.fits,4539,4518,7.58729970089251,True,345.540740309403,-39.5710542460233,345.540735,-39.5710547
jw03707-o120_t055_miri_f2100w_i2d.fits,1086,1076,7.58729970089251,False,345.458796166163,-39.4919146607499,,
jw03707-o120_t055_nircam_clear-f300m_i2d.fits,2174,2167,8.89999999424779,True,345.54051811347,-39.5708558643667,345.540525,-39.570865
jw03707-o120_t055_miri_f770w_i2d.fits,1086,1076,8.89999999424779,False,345.458802108303,-39.4919078379574,,
