file,width,height,offset,chosen,CRVAL1,CRVAL2,CRVAL1fix,CRVAL2fix
jw04744-o005_t002_nircam_clear-f090w_i2d.fits,10073,4574,52.1001675,True,,,,
jw04744-o005_t002_nircam_clear-f150w_i2d.fits,10074,4575,52.1001675,True,,,,
jw04744-o005_t002_nircam_clear-f200w_i2d.fits,10077,4580,52.1001675,True,,,,
jw04744-o005_t002_nircam_clear-f277w_i2d.fits,4964,2204,52.1001675,True,,,,
jw04744-o005_t002_nircam_clear-f356w_i2d.fits,4964,2204,52.1001675,True,,,,
jw04744-o005_t002_nircam_clear-f444w_i2d.fits,4963,2204,52.1001675,True,,,,
jw04446-o002_t009_nircam_clear-f090w_i2d.fits,4540,4519,35.9301185818684,True,171.814339484721,42.4620901651857,,
jw04446-o002_t009_nircam_clear-f277w_i2d.fits,2174,2167,35.9301185818684,True,171.814659590556,42.4622107731312,,
jw04446-o002_t009_nircam_clear-f444w_i2d.fits,2174,2167,35.9301185818684,True,171.814651772602,42.462214007526,,
jw04446-o002_t009_nircam_clear-f200w_i2d.fits,4539,4519,35.9301185818684,True,171.814363209535,42.462086810031,,
jw04446-o002_t009_nircam_clear-f150w_i2d.fits,4539,4519,35.9301185818684,True,171.81433961803,42.4620891330698,,
jw04446-o002_t009_nircam_clear-f356w_i2d.fits,2174,2167,35.9301185818684,True,171.814657552461,42.462210685703,,
jw04446-o003_t009_nircam_clear-f150w_i2d.fits,4539,4519,35.9301185818684,True,171.81799994972,42.4623479390652,,
jw04446-o003_t009_nircam_clear-f444w_i2d.fits,2174,2167,35.9301185818684,True,171.818275589692,42.4625117375973,,
jw04446-o003_t009_nircam_clear-f200w_i2d.fits,4539,4519,35.9301185818684,True,171.818024000951,42.4623470633928,,
jw04446-o003_t009_nircam_clear-f356w_i2d.fits,2174,2167,35.9301185818684,True,171.818282808275,42.4625084217332,,
jw04446-o003_t009_nircam_clear-f277w_i2d.fits,2174,2167,35.9301185818684,True,171.818283972746,42.462508948855,,
jw04446-o003_t009_nircam_clear-f090w_i2d.fits,4540,4519,35.9301185818684,True,171.817998884722,42.4623487467811,,
