file,width,height,offset,chosen,CRVAL1,CRVAL2
jw01256-o002_t001_nircam_clear-f115w_i2d.fits,14681.0,22646.0,248.9169946282579,True,83.80883448639214,-5.3871435000626064
jw01256-o002_t001_nircam_clear-f444w_i2d.fits,7233.0,11162.0,248.9169946282579,True,83.80873504902523,-5.387334330360741
jw01256-o001_t001_nircam_clear-f212n_i2d.fits,14665.0,21482.0,248.9169946282579,True,83.80888845056572,-5.38715433245171
jw01256-o001_t001_nircam_clear-f335m_i2d.fits,7229.0,10577.0,248.9169946282579,True,83.80873907732881,-5.387340314617412
jw01256-o001_t001_nircam_clear-f360m_i2d.fits,7232.0,10578.0,248.9169946282579,True,83.8087195443513,-5.3873351208917315
jw01256-o001_t001_nircam_f444w-f470n_i2d.fits,7227.0,10581.0,267.30027781847,True,83.80874916524266,-5.387329572664033
jw01256-o001_t001_nircam_clear-f182m_i2d.fits,14664.0,21483.0,248.9169946282579,True,83.80887790431588,-5.387156724282624
jw01256-o001_t001_nircam_f150w2-f162m_i2d.fits,14674.0,21479.0,248.9169946282579,True,83.8088318436929,-5.387145262193274
jw01256-o001_t001_nircam_clear-f140m_i2d.fits,14673.0,21483.0,248.9169946282579,True,83.80881949920105,-5.387157124206599
jw01256-o001_t001_nircam_clear-f277w_i2d.fits,7233.0,10580.0,248.9169946282579,True,83.8087008659414,-5.387346949037456
jw01256-o001_t001_nircam_clear-f187n_i2d.fits,14668.0,21483.0,248.9169946282579,True,83.80888752015359,-5.387154828055374
jw01256-o001_t001_nircam_clear-f300m_i2d.fits,7233.0,10579.0,267.30027781847,True,83.8087155937156,-5.387346010990985
