file,width,height,offset,chosen,CRVAL1,CRVAL2
jw04793-o013_t013_nircam_clear-f150w_i2d.fits,4911.0,4896.0,8.8200246,True,188.86184019981346,14.4967010834666
jw04793-o013_t013_nircam_f150w2-f164n_i2d.fits,4911.0,4895.0,8.8200246,True,188.86183833006186,14.496698114890615
jw04793-o013_t013_nircam_clear-f187n_i2d.fits,4911.0,4898.0,8.8200246,True,188.86184464217578,14.496696190378694
jw04793-o013_t013_nircam_clear-f200w_i2d.fits,4910.0,4896.0,8.8200246,True,188.8618586891111,14.496699374824326
jw04793-o013_t013_nircam_clear-f212n_i2d.fits,4912.0,4897.0,8.8200246,True,188.8618444625735,14.496697939619931
jw04793-o013_t013_nircam_clear-f277w_i2d.fits,2356.0,2349.0,8.8200246,True,188.86205610862623,14.49684610355647
jw04793-o013_t013_nircam_clear-f335m_i2d.fits,2356.0,2349.0,8.8200246,True,188.8620505595743,14.496849120528777
jw04793-o013_t013_nircam_clear-f360m_i2d.fits,2357.0,2349.0,8.8200246,True,188.86205296837582,14.496849406562223
jw04793-o013_t013_nircam_f405n-f444w_i2d.fits,2356.0,2349.0,8.8200246,True,188.86204774734443,14.496842795115603
jw04793-o013_t013_nircam_clear-f444w_i2d.fits,2356.0,2349.0,8.8200246,False,188.86204856891607,14.496849563565878
