file,width,height,offset,chosen,CRVAL1,CRVAL2,CRVAL1fix,CRVAL2fix
jw03707-o020_t011_nircam_clear-f150w_i2d.fits,4539,4518,381.926574603959,True,76.3092371668965,-37.9789259220391,,
jw03707-o020_t011_nircam_clear-f335m_i2d.fits,2174,2166,381.926574603959,True,76.3090547245354,-37.9786994372224,76.309055,-37.97871
jw03707-o020_t011_nircam_clear-f300m_i2d.fits,2173,2166,59.0365654293462,True,76.3090629389882,-37.9786969665984,76.30906,-37.97871
jw03707-o020_t011_miri_f2100w_i2d.fits,1086,1076,59.0365654293462,False,76.2471747506035,-37.8901928767408,,
jw03707-o020_t011_miri_f770w_i2d.fits,1086,1076,3.099999942449,False,76.2471819791374,-37.8901869083929,,
jw03707-o020_t011_nircam_clear-f187n_i2d.fits,4540,4517,3.099999942449,True,76.309235743887,-37.9789230735385,,
jw03707-c1064_t011_miri_f770w_i2d.fits,5142,1962,59.0365654293462,False,76.2893797769462,-37.9454426772066,,
jw03707-c1064_t011_miri_f2100w_i2d.fits,5142,1962,59.0365654293462,False,76.2893724217135,-37.9454486328557,,
jw03707-o019_t011_miri_f770w_i2d.fits,2380,1178,3.099999942449,True,76.3137976855164,-37.9851296765905,76.31383,-37.9851
jw03707-o019_t011_miri_f2100w_i2d.fits,2380,1178,3.099999942449,True,76.3137905169118,-37.9851355206119,76.31383,-37.98513
