file,width,height,offset,chosen,CRVAL1,CRVAL2,CRVAL1fix,CRVAL2fix
jw03707-c1109_t002_miri_f770w_i2d.fits,4842,1960,381.926574603959,False,40.6659849462361,0.0299497436277136,,
jw03707-o128_t002_nircam_clear-f187n_i2d.fits,4539,4521,381.926574603959,True,40.6700404831607,-0.0117740370123072,40.670052,-0.0117740370123072
jw03707-c1109_t002_miri_f2100w_i2d.fits,4841,1960,25.7246330631335,False,40.6659775923253,0.0299462266225467,,
jw03707-o128_t002_miri_f770w_i2d.fits,1086,1076,25.7246330631335,False,40.6555575756476,0.0886227747107804,,
jw03707-o128_t002_nircam_clear-f150w_i2d.fits,4539,4518,3.099999942449,True,40.6700482996223,-0.0117752145257994,,
jw03707-o128_t002_nircam_clear-f300m_i2d.fits,2174,2167,3.099999942449,True,40.6699821942428,-0.0115104369742975,40.669975,-0.011525
jw03707-o128_t002_nircam_clear-f335m_i2d.fits,2174,2167,25.7246330631335,True,40.6699767689962,-0.0115141327570195,40.66997,-0.011525
jw03707-o128_t002_miri_f2100w_i2d.fits,1086,1076,25.7246330631335,False,40.65555011497,0.0886192324512223,,
jw03707-o127_t002_miri_f770w_i2d.fits,1779,1175,3.099999942449,False,40.671346661471,-0.0187456991829933,40.67143,-0.01872
jw03707-o127_t002_miri_f2100w_i2d.fits,1779,1175,3.099999942449,False,40.6713392578316,-0.0187130854903902,40.67141,-0.01871
