file,width,height,offset,chosen,CRVAL1,CRVAL2,CRVAL1fix,CRVAL2fix
jw02733-o001_t001_nircam_clear-f187n_i2d.fits,4826,4805,8.82002641813634,True,151.757005858902,-40.4366579691065,151.75701,-40.436658
jw02733-o001_t001_nircam_clear-f090w_i2d.fits,4896,4886,8.82002639483089,True,151.75700983612,-40.4366570001619,,
jw02733-o001_t001_nircam_clear-f356w_i2d.fits,2356,2348,8.82002458124476,True,151.757225330522,-40.4364503585168,151.75721,
jw02733-o001_t001_nircam_clear-f212n_i2d.fits,4858,4848,8.82002460373568,True,151.757014092247,-40.4366541745504,,
jw02733-o001_t001_nircam_f405n-f444w_i2d.fits,2356,2348,8.82002458124476,True,151.757219916561,-40.4364532199056,151.757188,-40.436459
jw02733-o001_t001_nircam_f444w-f470n_i2d.fits,2356,2348,8.82002641813634,True,151.757203011937,-40.4364860747584,151.757175,-40.436485
jw02733-o002_t001_miri_f1130w_i2d.fits,1735,1163,27.1852165479347,True,151.752679404994,-40.4410607333601,151.752734533422,-40.4410761521526
jw02733-o002_t001_miri_f770w_i2d.fits,1735,1163,25.7623047196982,True,151.752694871572,-40.4410745812075,151.75275,-40.44109
jw02733-o002_t001_miri_f1800w_i2d.fits,1735,1163,13.6734688340259,True,151.752680588943,-40.4410523737589,151.752735717371,-40.4410677925514
jw02733-o002_t001_miri_f1280w_i2d.fits,1735,1163,27.3349820165052,True,151.752670828579,-40.4410647166075,151.752725957007,-40.4410801354001
