file,width,height,offset,chosen,CRVAL1,CRVAL2
jw03707-o107_t049_miri_f770w_i2d.fits,1779,1386,381.8753126,True,201.324860472913,-21.1391350128648
jw03707-o107_t049_miri_f2100w_i2d.fits,1779,1386,381.8753126,False,201.32485192273,-21.1391334042967
jw03707-c1099_t049_miri_f770w_i2d.fits,4841,2065,40.8992373,False,201.354013877562,-21.0983646002612
jw03707-o108_t049_nircam_clear-f335m_i2d.fits,2174,2167,40.8992373,True,201.328777664173,-21.1327158740401
jw03707-c1099_t049_miri_f2100w_i2d.fits,4841,2065,3.0999999,False,201.354005405406,-21.0983629905488
jw03707-o108_t049_miri_f770w_i2d.fits,1086,1076,3.0999999,False,201.383777082329,-21.0457452456563
jw03707-o108_t049_nircam_clear-f200w_i2d.fits,4539,4518,40.8992373,True,201.328681035711,-21.1329271972335
jw03707-o108_t049_miri_f2100w_i2d.fits,1086,1076,40.8992373,False,201.383768612868,-21.0457434495186
jw03707-o108_t049_nircam_clear-f300m_i2d.fits,2174,2167,3.0999999,True,201.328784519546,-21.1327148999672
jw03707-o108_t049_nircam_clear-f150w_i2d.fits,4539,4518,3.0999999,True,201.328663613982,-21.1329358942159
