file,width,height,offset,chosen,CRVAL1,CRVAL2,CRVAL1fix,CRVAL2fix
jw03707-o018_t010_nircam_clear-f150w_i2d.fits,4539,4519,381.926574603959,True,75.5106287314082,-69.5651681509264,,
jw03707-o018_t010_miri_f2100w_i2d.fits,1086,1076,381.926574603959,False,75.3095443961955,-69.6381752495949,,
jw03707-o018_t010_miri_f770w_i2d.fits,1086,1076,7.58729970089251,False,75.309523332634,-69.6381716983944,,
jw03707-o018_t010_nircam_clear-f335m_i2d.fits,2174,2167,7.58729970089251,True,75.5101524515939,-69.5653592401071,75.51018,-69.56535
jw03707-o018_t010_nircam_clear-f300m_i2d.fits,2174,2167,3.099999942449,True,75.5101343487259,-69.5653592105977,75.51016,-69.565355
jw03707-o018_t010_nircam_clear-f187n_i2d.fits,4539,4519,3.099999942449,True,75.5106259543876,-69.5651678112907,75.51063,-69.565169
jw03707-o017_t010_miri_f2100w_i2d.fits,1178,1171,7.58729970089251,True,75.524756839968,-69.5600042693148,75.52455,-69.55995
jw03707-o017_t010_miri_f770w_i2d.fits,1178,1171,7.58729970089251,True,75.5247392999457,-69.5600003812965,75.5245,-69.55996
jw03707-c1063_t010_miri_f2100w_i2d.fits,4540,1962,3.099999942449,False,75.4200674093632,-69.5984412839195,,
jw03707-c1063_t010_miri_f770w_i2d.fits,4540,1962,3.099999942449,False,75.420046834161,-69.5984372952138,75.41979,-69.5984
