file,width,height,offset,chosen,CRVAL1,CRVAL2,CRVAL1fix,CRVAL2fix
jw02107-c1011_t011_miri_f1130w_i2d.fits,5681,2078,435.247776612435,False,170.029147628049,12.9482761281768,,
jw02107-c1011_t011_miri_f2100w_i2d.fits,5681,2078,441.544231845491,False,170.029140951974,12.9482849041237,,
jw02107-c1011_t011_miri_f1000w_i2d.fits,5681,2078,441.243592880818,False,170.029152184395,12.9482838285559,,
jw02107-c1011_t011_miri_f770w_i2d.fits,5681,2078,441.544231845491,False,170.029132926697,12.9482889958796,,
jw02107-o029_t011_miri_f1000w_i2d.fits,2161,1209,59.6518795880368,False,169.992307403364,12.9047828013595,,
jw02107-o029_t011_nircam_clear-f300m_i2d.fits,4080,2242,6.50549821725769,True,170.058456439938,12.9825307707622,,
jw02107-o029_t011_miri_f1130w_i2d.fits,2161,1209,8.95562006965923,False,169.992302838177,12.9047750154066,,
jw02107-o029_t011_nircam_clear-f200w_i2d.fits,8442,4694,8.95562006965923,True,170.058601659402,12.9827340974723,,
jw02107-o029_t011_nircam_clear-f335m_i2d.fits,4080,2241,57.1271936289198,True,170.058462397366,12.9825327408433,,
jw02107-o029_t011_miri_f2100w_i2d.fits,2161,1209,62.9272140696788,False,169.992296230991,12.904783870251,,
jw02107-o029_t011_miri_f770w_i2d.fits,2161,1209,56.9271970443698,False,169.992288301006,12.904787001322,,
jw02107-o029_t011_nircam_clear-f360m_i2d.fits,4080,2243,441.544231845491,True,170.058464433821,12.9825277783335,,
jw02107-o011_t011_miri_f770w_i2d.fits,2379,1269,441.243592880818,True,170.063218447999,12.9883344914922,170.06312,12.98832
jw02107-o011_t011_miri_f2100w_i2d.fits,2379,1269,435.247776612435,True,170.063226279498,12.9883303602637,170.063127831499,12.9883158687715
jw02107-o011_t011_miri_f1130w_i2d.fits,2379,1269,441.544231845491,True,170.063232964843,12.9883217062871,170.063134516844,12.9883072147949
jw02107-o011_t011_miri_f1000w_i2d.fits,2379,1269,56.9271970443698,True,170.063237682099,12.9883293839201,170.0631392341,12.9883148924279
