file,width,height,offset,chosen,CRVAL1,CRVAL2,CRVAL1fix,CRVAL2fix
jw03707-c1113_t042_miri_f2100w_i2d.fits,4541,1958,7.5872997,False,192.094405555964,11.0196605859581,,
jw03707-c1113_t042_miri_f770w_i2d.fits,4541,1958,7.5872997,False,192.094413315532,11.0196573435832,,
jw03707-o094_t042_miri_f2100w_i2d.fits,1086,1076,3.0999999,False,192.134084364021,11.0591607292531,,
jw03707-o094_t042_miri_f770w_i2d.fits,1086,1076,381.8753126,False,192.134092297739,11.059157367838,,
jw03707-o094_t042_nircam_clear-f150w_i2d.fits,4540,4519,3.0999999,False,192.064209149671,10.9846533176062,,
jw03707-o094_t042_nircam_clear-f187n_i2d.fits,4539,4518,3.0999999,False,192.064211826751,10.9846509142185,,
jw03707-o094_t042_nircam_clear-f300m_i2d.fits,2174,2167,3.0999999,False,192.064372116842,10.9848462752892,,
jw03707-o094_t042_nircam_clear-f335m_i2d.fits,2174,2167,381.8753126,True,192.064365918936,10.984845353498,,
jw03707-o193_t042_miri_f2100w_i2d.fits,1178,1171,3.0999999,False,192.059510809889,10.9792187209403,,
jw03707-o193_t042_miri_f770w_i2d.fits,1178,1171,7.5872997,True,192.059518253071,10.9792155360459,,
jw03707-o194_t042_nircam_clear-f150w_i2d.fits,4538,4518,7.5872997,True,192.064189267296,10.9847163721012,,
jw03707-o194_t042_nircam_clear-f300m_i2d.fits,2174,2167,3.0999999,True,192.06434071298,10.9849255371893,,
