file,width,height,offset,chosen,CRVAL1,CRVAL2
jw01288-o001_t011_nircam_clear-f335m_i2d.fits,5213.0,2460.0,14.93505481069022,True,83.8410222177891,-5.384242855242244
jw01288-o001_t011_nircam_clear-f300m_i2d.fits,5223.0,2464.0,21.69010373102955,True,83.84101296163011,-5.384245017307149
jw01288-o001_t011_nircam_clear-f480m_i2d.fits,5222.0,2464.0,14.93505481069022,True,83.84100336369997,-5.384231894408331
jw01288-o001_t011_nircam_f444w-f470n_i2d.fits,5217.0,2465.0,21.69010373102955,True,83.84102540187195,-5.384228321544126
jw01288-o001_t011_nircam_clear-f210m_i2d.fits,10752.0,5112.0,36.69010335203897,True,83.84106540209412,-5.384032271400669
jw01288-o001_t011_nircam_f150w2-f162m_i2d.fits,10699.0,5083.0,14.93505481069022,True,83.841042191673,-5.384027426374899
jw01288-o001_t011_nircam_clear-f187n_i2d.fits,10751.0,5112.0,36.69010335203897,True,83.84106280273187,-5.384028506919149
jw01288-o001_t011_nircam_f405n-f444w_i2d.fits,5213.0,2458.0,14.93505481069022,True,83.84101120067689,-5.384234721189737
jw01288-o001_t011_nircam_f150w2-f164n_i2d.fits,10718.0,5131.0,21.69010373102955,True,83.84103713075605,-5.384020653255213
jw01288-o001_t011_nircam_clear-f212n_i2d.fits,10595.0,5091.0,14.93505481069022,True,83.84106497609147,-5.384030977377002
jw01288-o001_t011_nircam_clear-f140m_i2d.fits,10749.0,5117.0,36.69010335203897,True,83.84104442217279,-5.384026612191328
jw01288-o001_t011_nircam_f322w2-f323n_i2d.fits,5222.0,2463.0,29.19010327378677,True,83.84101742536082,-5.384231255430083
jw01288-o001_t011_nircam_clear-f277w_i2d.fits,5223.0,2466.0,36.69010335203897,True,83.84099022560187,-5.384228542999836
jw01288-o001_t011_nircam_clear-f182m_i2d.fits,10718.0,5139.0,21.69010373102955,True,83.84106480260607,-5.384024609952048
