file,width,height,offset,chosen,CRVAL1,CRVAL2
jw03707-o078_t035_miri_f2100w_i2d.fits,1086.0,1076.0,381.8753126,False,188.79275983001023,15.619072938623466
jw03707-o078_t035_nircam_clear-f187n_i2d.fits,4539.0,4518.0,381.8753126,True,188.71354684331172,15.552457541412243
jw03707-o078_t035_nircam_clear-f335m_i2d.fits,2174.0,2167.0,7.5872997,True,188.7137243456245,15.55263580287346
jw03707-o078_t035_miri_f770w_i2d.fits,1086.0,1076.0,7.5872997,False,188.79276725513859,15.619068768391589
jw03707-o078_t035_nircam_clear-f300m_i2d.fits,2174.0,2166.0,3.0999999,True,188.71373132396522,15.552631948528905
jw03707-o078_t035_nircam_clear-f150w_i2d.fits,4540.0,4519.0,3.0999999,True,188.7135456479484,15.552458586457973
jw03707-c1085_t035_miri_f2100w_i2d.fits,4541.0,1958.0,7.5872997,False,188.74950952357662,15.582454719753189
jw03707-o077_t035_miri_f770w_i2d.fits,1178.0,1171.0,7.5872997,True,188.70802484280725,15.547655802089281
jw03707-o077_t035_miri_f2100w_i2d.fits,1178.0,1171.0,3.0999999,True,188.70801767266312,15.547659235247297
jw03707-c1085_t035_miri_f770w_i2d.fits,4541.0,1958.0,3.0999999,False,188.74951682009842,15.58245129593899
