file,width,height,offset,chosen,CRVAL1,CRVAL2
jw03707-o091_t041_miri_f770w_i2d.fits,1779.0,1175.0,377.472334,True,191.93638050095612,13.75837644206956
jw03707-o091_t041_miri_f2100w_i2d.fits,1779.0,1175.0,377.472334,True,191.93637305918338,13.758379739306335
jw03707-o092_t041_nircam_clear-f200w_i2d.fits,4539.0,4518.0,25.724633,True,191.93967883516532,13.763183002430054
jw03707-o092_t041_miri_f770w_i2d.fits,1086.0,1076.0,25.724633,False,192.0121760046671,13.83597280693025
jw03707-o092_t041_nircam_clear-f300m_i2d.fits,2174.0,2167.0,1.9,True,191.93982805993718,13.763369802395559
jw03707-o092_t041_nircam_clear-f335m_i2d.fits,2174.0,2167.0,1.9,True,191.9398213681981,13.763370747353065
jw03707-o092_t041_nircam_clear-f150w_i2d.fits,4539.0,4518.0,25.724633,True,191.93965992454153,13.763179610152886
jw03707-o092_t041_miri_f2100w_i2d.fits,1086.0,1076.0,25.724633,False,192.01216851912818,13.835976318857803
jw03707-c1091_t041_miri_f2100w_i2d.fits,4801.0,1918.0,1.9,False,191.97100634305843,13.792299137803534
jw03707-c1091_t041_miri_f770w_i2d.fits,4801.0,1918.0,1.9,False,191.9710138898729,13.792295819042588
