file,width,height,offset,chosen,CRVAL1,CRVAL2
jw01232-o002_t001_miri_f770w_i2d.fits,1032,1028,2.9923955265001998e-12,False,83.8408673438529,-69.24667962690272
jw01232-o002_t001_miri_f560w_i2d.fits,1032,1028,2.9923955265001998e-12,False,83.84086526092877,-69.24667651509023
jw01232-o002_t001_miri_f1000w_i2d.fits,1032,1028,2.9923955265001998e-12,False,83.84088646059668,-69.24666183883105
jw01232-o001_t001_nircam_clear-f140m_i2d.fits,4377,4359,2.9923955265001998e-12,True,83.65079146483994,-69.19639681612021
jw01232-o001_t001_nircam_clear-f200w_i2d.fits,4429,4427,0.448774999828515,True,83.65078896163118,-69.1959052481566
jw01232-o001_t001_miri_f1000w-brightsky_i2d.fits,526,526,0.448774999828515,False,83.8658756361232,-69.26967418287038
jw01232-o001_t001_nircam_clear-f150w_i2d.fits,4428,4399,0.448774999828515,True,83.65023561260672,-69.19633647806015
jw01232-o001_t001_nircam_clear-f115w_i2d.fits,4389,4370,373.659791065358,True,83.65063784140258,-69.19639549145005
jw01232-o001_t001_miri_f1800w-brightsky_i2d.fits,537,534,373.659791065358,False,83.865515464173,-69.26962154860635
jw01232-o001_t001_nircam_clear-f444w_i2d.fits,2119,2108,373.659791065358,True,83.65075133265303,-69.19651602446892
jw01232-o001_t001_nircam_clear-f356w_i2d.fits,2100,2094,373.659791065358,True,83.6511464485891,-69.19658065536515
jw01232-o001_t001_nircam_clear-f335m_i2d.fits,2094,2089,373.659791065358,True,83.65130403222399,-69.19657840697768
jw01232-o001_t001_miri_f560w-brightsky_i2d.fits,523,523,373.659791065358,False,83.86600796008456,-69.26968943587207
jw01232-o001_t001_nircam_clear-f277w_i2d.fits,2120,2122,373.659791065358,True,83.65129600683451,-69.19607341157791
jw01232-o001_t001_miri_f2550w-brightsky_i2d.fits,540,542,373.659791065358,False,83.8660147350484,-69.26916713417478
