file,width,height,offset,chosen,CRVAL1,CRVAL2,CRVAL1fix,CRVAL2fix
jw04793-o008_t008_nircam_f405n-f444w_i2d.fits,2356,2349,8.8200246,False,143.040544427183,21.4994247849376,,
jw04793-o008_t008_nircam_clear-f187n_i2d.fits,4910,4895,8.8200246,False,143.040658543353,21.4996402058247,,
jw04793-o008_t008_nircam_f150w2-f164n_i2d.fits,4910,4896,8.8200246,False,143.040661596423,21.4996387270231,,
jw04793-o008_t008_nircam_clear-f335m_i2d.fits,2356,2349,8.8200246,False,143.040533949698,21.499425451007,,
jw04793-o008_t008_nircam_clear-f212n_i2d.fits,4916,4896,8.8200246,False,143.040639082478,21.4996491131311,,
jw04793-o008_t008_nircam_clear-f444w_i2d.fits,2356,2349,8.8200246,True,143.040542200886,21.4994222467943,,
jw04793-o008_t008_nircam_clear-f200w_i2d.fits,4909,4895,8.8200246,True,143.040638272329,21.4996348602973,,
jw04793-o008_t008_nircam_clear-f277w_i2d.fits,2358,2350,8.8200246,True,143.040514212475,21.4994424243721,,
jw03707-c1069_t017_miri_f2100w_i2d.fits,5444,2421,92.0628325,True,143.059610753955,21.5242565274127,143.05962,21.52423
jw03707-c1069_t017_miri_f770w_i2d.fits,5444,2422,92.0628325,True,143.059618995912,21.5242538126498,143.059655,21.524235
