file,width,height,offset,chosen,CRVAL1,CRVAL2
jw03707-o065_t032_miri_f770w_i2d.fits,1178.0,1171.0,381.8753126,True,187.24243057070797,3.5663267289540315
jw03707-o065_t032_miri_f2100w_i2d.fits,1178.0,1171.0,381.8753126,True,187.24242329597695,3.566330486501604
jw03707-o066_t032_miri_f2100w_i2d.fits,1086.0,1076.0,7.5872997,False,187.31922916123546,3.6430576155830194
jw03707-o066_t032_nircam_clear-f187n_i2d.fits,4539.0,4518.0,7.5872997,True,187.24744325515906,3.5714820256204876
jw03707-o066_t032_nircam_clear-f335m_i2d.fits,2174.0,2167.0,3.0999999,True,187.24759409490284,3.571665539051996
jw03707-o066_t032_nircam_clear-f150w_i2d.fits,4540.0,4519.0,3.0999999,True,187.24743722221464,3.5714770605925814
jw03707-o066_t032_nircam_clear-f300m_i2d.fits,2173.0,2166.0,7.5872997,True,187.24761444083123,3.571655940648028
jw03707-o066_t032_miri_f770w_i2d.fits,1086.0,1076.0,7.5872997,False,187.31923625477177,3.6430539243486955
jw03707-c1082_t032_miri_f770w_i2d.fits,4541.0,1958.0,3.0999999,False,187.28001241135527,3.6037482087905204
jw03707-c1082_t032_miri_f2100w_i2d.fits,4541.0,1958.0,3.0999999,False,187.28000533546302,3.603751911422512
