file,width,height,offset,chosen,CRVAL1,CRVAL2
jw01227-c1003_t018_miri_f1500w_i2d.fits,1048.0,1037.0,6.326811682612701e-11,True,14.856841999070385,-72.15637688211775
jw01227-c1003_t018_nircam_clear-f115w_i2d.fits,4387.0,4372.0,6.326811682612701e-11,True,15.16974456238324,-72.18884788056788
jw01227-c1003_t018_nircam_clear-f150w_i2d.fits,4389.0,4372.0,6.326811682612701e-11,True,15.16976482157065,-72.18885082567117
jw01227-c1003_t018_nircam_clear-f335m_i2d.fits,2095.0,2089.0,6.326811682612701e-11,True,15.168809467973107,-72.1888040252405
jw01227-c1003_t018_nircam_clear-f356w_i2d.fits,2100.0,2094.0,6.326811682612701e-11,True,15.168964453961175,-72.1887739137479
jw01227-c1003_t018_nircam_clear-f277w_i2d.fits,2100.0,2094.0,6.326811682612701e-11,True,15.168961869643955,-72.18877312557017
jw01227-c1003_t018_miri_f1000w_i2d.fits,1042.0,1034.0,6.326811682612701e-11,True,14.856606247074472,-72.1564034639403
jw01227-c1003_t018_miri_f770w_i2d.fits,1039.0,1031.0,6.326811682612701e-11,False,14.856439449923531,-72.15641125006593
jw01227-c1003_t018_miri_f1130w_i2d.fits,1042.0,1034.0,6.326811682612701e-11,False,14.856577993176455,-72.15640187405496
jw01227-c1003_t018_nircam_clear-f187n_i2d.fits,4378.0,4358.0,369.9132165326433,True,15.169619989614507,-72.18888089423642
jw01227-o017_t018_miri_f2100w_i2d.fits,1056.0,1050.0,369.9132165326433,True,14.85723313922949,-72.15686984482389
jw01227-o017_t018_miri_f1500w_i2d.fits,1048.0,1037.0,369.9132165326433,False,14.856841999070385,-72.15637688211775
jw01227-o017_t018_nircam_clear-f444w_i2d.fits,2110.0,2100.0,369.9132165326433,True,15.169181830262046,-72.18874918858042
jw01227-o017_t018_nircam_clear-f277w_i2d.fits,2100.0,2094.0,369.9132165326433,False,15.168961869643955,-72.18877312557017
jw01227-o017_t018_nircam_clear-f200w_i2d.fits,4409.0,4382.0,369.9132165326433,True,15.169950497554623,-72.18880397028789
jw01227-o017_t018_nircam_clear-f090w_i2d.fits,4430.0,4429.0,369.9132165326433,True,15.170411546735917,-72.18932701564539
jw01227-o017_t018_nircam_clear-f356w_i2d.fits,2100.0,2094.0,369.9132165326433,False,15.168964453961175,-72.1887739137479
jw01227-o017_t018_miri_f1000w_i2d.fits,1042.0,1034.0,369.9132165326433,False,14.856606247074472,-72.1564034639403
jw01227-o017_t018_miri_f770w_i2d.fits,1039.0,1031.0,369.9132165326433,True,14.856439449923531,-72.15641125006593
jw01227-o017_t018_miri_f1130w_i2d.fits,1042.0,1034.0,369.9132165326433,True,14.856577993176455,-72.15640187405496
jw01227-o017_t018_nircam_clear-f480m_i2d.fits,2119.0,2122.0,369.9132165326433,True,15.169606202361413,-72.18924660376484
jw01227-o017_t018_nircam_clear-f150w_i2d.fits,4389.0,4372.0,369.9132165326433,False,15.16976482157065,-72.18885082567117
jw01227-o017_t018_nircam_clear-f115w_i2d.fits,4387.0,4372.0,369.9132165326433,False,15.16974456238324,-72.18884788056788
jw01227-o017_t018_nircam_clear-f335m_i2d.fits,2095.0,2089.0,369.9132165326433,False,15.168809467973107,-72.1888040252405
jw01227-o017_t018_nircam_clear-f187n_i2d.fits,4378.0,4358.0,369.9132165326433,False,15.169619989614507,-72.18888089423642
