file,width,height,offset,chosen,CRVAL1,CRVAL2
jw03429-o006_t004_nircam_clear-f090w_i2d.fits,4710.0,4592.0,370.1380236,True,210.9526762536194,54.35510791802965
jw03429-o006_t004_nircam_clear-f187n_i2d.fits,4710.0,4592.0,5.6687349,True,210.95267682518025,54.35510653243003
jw03429-o006_t004_nircam_clear-f200w_i2d.fits,4710.0,4592.0,5.6687349,True,210.95270550470553,54.3551030944039
jw03429-o006_t004_nircam_clear-f300m_i2d.fits,2257.0,2201.0,5.6687349,True,210.95304576579053,54.35522693311277
jw03429-o006_t004_nircam_clear-f335m_i2d.fits,2257.0,2201.0,370.1380236,True,210.95303615589506,54.35522983531763
jw03429-o006_t004_nircam_clear-f360m_i2d.fits,2257.0,2201.0,370.1380236,True,210.95303653437458,54.35523603458716
jw03429-o006_t004_nircam_clear-f444w_i2d.fits,2257.0,2201.0,370.1380236,True,210.95303330254902,54.35523254464979
jw03429-o006_t004_miri_f770w_i2d.fits,1129.0,1098.0,370.1380236,True,211.1095264917058,54.39869956625168
jw03429-o006_t004_miri_f1000w_i2d.fits,1129.0,1098.0,370.1380236,True,211.10949964653,54.398710143920304
jw03429-o006_t004_miri_f1130w_i2d.fits,1129.0,1098.0,5.6687349,True,211.1095181403226,54.3987183760952
jw03429-o006_t004_miri_f2100w_i2d.fits,1129.0,1098.0,370.1380236,True,211.10952267392125,54.39870796655526
