file,width,height,offset,chosen,CRVAL1,CRVAL2
jw02107-o025_t007_nircam_clear-f360m_i2d.fits,2197.0,4056.0,379.8634325857966,True,65.00179174046465,-54.94023045489601
jw02107-o025_t007_miri_f2100w_i2d.fits,1163.0,2147.0,371.3968117472375,False,64.83008482862564,-54.91789855685648
jw02107-o025_t007_miri_f1000w_i2d.fits,1163.0,2147.0,371.3968117472375,False,64.83009140147074,-54.91790890551392
jw02107-o025_t007_nircam_clear-f300m_i2d.fits,2197.0,4056.0,377.3926247431535,True,65.00177772704201,-54.94021893134298
jw02107-o025_t007_miri_f1130w_i2d.fits,1163.0,2147.0,42.02364696828408,False,64.83007591341317,-54.91790837022252
jw02107-o025_t007_miri_f770w_i2d.fits,1163.0,2147.0,48.37879038905871,False,64.83008368914811,-54.91789034804708
jw02107-o025_t007_nircam_clear-f335m_i2d.fits,2197.0,4056.0,50.81612416841166,True,65.00177851611272,-54.94022320965564
jw02107-o025_t007_nircam_clear-f200w_i2d.fits,4486.0,8285.0,75.24947058052607,True,65.0022339132259,-54.94024561404309
jw02107-c1007_t007_miri_f770w_i2d.fits,4810.0,2777.0,56.61372750057417,False,64.92788816027326,-54.9266994581651
jw02107-c1007_t007_miri_f1130w_i2d.fits,4810.0,2777.0,62.41372690982634,False,64.92788115870943,-54.9267169970333
jw02107-c1007_t007_miri_f1000w_i2d.fits,4810.0,2777.0,62.41372708050933,False,64.92789665944349,-54.92671757198836
jw02107-c1007_t007_miri_f2100w_i2d.fits,4810.0,2777.0,377.3926247431535,False,64.92789008762318,-54.92670713820748
jw02107-o007_t007_miri_f770w_i2d.fits,1786.0,2088.0,371.3968117472375,True,65.01005884589568,-54.93612895766136
jw02107-o007_t007_miri_f1130w_i2d.fits,1787.0,2091.0,371.3968117472375,True,65.01005189453312,-54.9362025969516
jw02107-o007_t007_miri_f1000w_i2d.fits,1787.0,2091.0,379.8634325857966,True,65.01006731189871,-54.93620367504329
jw02107-o007_t007_miri_f2100w_i2d.fits,1787.0,2091.0,62.41372708050933,True,65.01006040448249,-54.93619329208161
