file,width,height,offset,chosen,CRVAL1,CRVAL2
jw02640-o001_t003_nircam_clear-f360m_i2d.fits,4877,2117,417.406498631336,True,156.0377796078528,-57.67842948241607
jw02640-o001_t003_nircam_clear-f210m_i2d.fits,9910,4326,417.057137096964,True,156.0374162640192,-57.6784427253824
jw02640-o001_t003_nircam_clear-f115w_i2d.fits,9855,4310,402.425128550232,True,156.0484390825333,-57.67861058932134
jw02640-o001_t003_nircam_clear-f444w_i2d.fits,4869,2114,416.701143463549,True,156.0487952045038,-57.67857057993145
jw02640-o001_t003_nircam_clear-f335m_i2d.fits,4868,2116,402.425128550232,True,156.0377780091542,-57.67841555627764
jw02640-o001_t003_nircam_clear-f300m_i2d.fits,4876,2118,401.732983188967,True,156.0377827675703,-57.67843176294475
jw02640-o001_t003_nircam_f150w2-f162m_i2d.fits,10041,4411,416.701143463549,True,156.0374190217786,-57.67846915492142
jw02640-o001_t003_nircam_f444w-f466n_i2d.fits,4868,2115,402.418523753891,True,156.0487750400266,-57.67856965426178
jw02640-o001_t003_nircam_clear-f182m_i2d.fits,9893,4395,417.406498631336,True,156.0374156425443,-57.67844282737431
jw02640-o001_t003_nircam_clear-f187n_i2d.fits,9911,4326,402.418523753891,True,156.0484290797285,-57.67858992155399
jw02640-o001_t003_nircam_f405n-f444w_i2d.fits,4876,2117,402.425128550232,True,156.0487986409593,-57.67857284583071
jw02640-o001_t003_nircam_clear-f140m_i2d.fits,10010,4438,417.393289034656,True,156.0484378569111,-57.67861137689623
