file,width,height,offset,chosen,CRVAL1,CRVAL2
jw02739-c1000_t009_nircam_clear-f187n_i2d.fits,11397.0,4693.0,5.399999998292999,True,246.5941205312426,-24.36270243326133
jw02739-c1000_t009_nircam_clear-f335m_i2d.fits,5632.0,2276.0,5.399999998292999,True,246.5939478092021,-24.36283658315233
jw02739-c1000_t009_nircam_clear-f115w_i2d.fits,11448.0,4667.0,24.40007104406849,True,246.5940960595186,-24.36268048013786
jw02739-c1000_t009_nircam_clear-f444w_i2d.fits,5640.0,2280.0,24.40007104406849,True,246.5939467921931,-24.36281563622427
jw02739-c1000_t009_nircam_f444w-f470n_i2d.fits,5637.0,2281.0,24.40007104406849,True,246.5939791144176,-24.36282564095508
jw02739-c1000_t009_nircam_clear-f200w_i2d.fits,11573.0,4780.0,24.40007104406849,True,246.5941116102761,-24.36267441053134
jw02739-o013_t009_nircam_clear-f187n_i2d.fits,11397.0,4693.0,5.399999998292999,False,246.5941205312426,-24.36270243326133
jw02739-o013_t009_nircam_clear-f115w_i2d.fits,11448.0,4667.0,5.399999998292999,False,246.5940960595186,-24.36268048013786
jw02739-o013_t009_nircam_clear-f335m_i2d.fits,5632.0,2276.0,5.399999998543435,False,246.5939478092021,-24.36283658315233
jw02739-o013_t009_nircam_f444w-f470n_i2d.fits,5637.0,2281.0,5.399999998543435,False,246.5939791144176,-24.36282564095508
jw02739-o013_t009_nircam_clear-f444w_i2d.fits,5640.0,2280.0,24.40007104406849,False,246.5939467921931,-24.36281563622427
jw02739-o013_t009_nircam_clear-f200w_i2d.fits,11573.0,4780.0,24.40007104406849,False,246.5941116102761,-24.36267441053134
