,file,x,y
0,Moris20220929/mor.2022B026.220929.DART4.00001.a.fits,0,0
1,Moris20220929/mor.2022B026.220929.DART4.00002.a.fits,0,0
2,Moris20220929/mor.2022B026.220929.DART4.00003.a.fits,0,0
3,Moris20220929/mor.2022B026.220929.DART4.00004.a.fits,0,0
4,Moris20220929/mor.2022B026.220929.DART4.00005.a.fits,0,0
5,Moris20220929/mor.2022B026.220929.DART4.00006.a.fits,0,0
6,Moris20220929/mor.2022B026.220929.DART4.00007.a.fits,0,0
7,Moris20220929/mor.2022B026.220929.DART4.00008.a.fits,0,0
8,Moris20220929/mor.2022B026.220929.DART4.00009.a.fits,0,0
9,Moris20220929/mor.2022B026.220929.DART4.00010.a.fits,0,0
10,Moris20220929/mor.2022B026.220929.DART4.00011.a.fits,0,0
11,Moris20220929/mor.2022B026.220929.DART4.00012.a.fits,212,370
12,Moris20220929/mor.2022B026.220929.DART4.00013.a.fits,211,371
13,Moris20220929/mor.2022B026.220929.DART4.00014.a.fits,213,372
14,Moris20220929/mor.2022B026.220929.DART4.00015.a.fits,210,370
15,Moris20220929/mor.2022B026.220929.DART4.00016.a.fits,210,371
16,Moris20220929/mor.2022B026.220929.DART4.00017.a.fits,211,371
17,Moris20220929/mor.2022B026.220929.DART4.00018.a.fits,211,338
18,Moris20220929/mor.2022B026.220929.DART4.00019.a.fits,210,337
19,Moris20220929/mor.2022B026.220929.DART4.00020.a.fits,212,337
20,Moris20220929/mor.2022B026.220929.DART4.00021.a.fits,210,336
21,Moris20220929/mor.2022B026.220929.DART4.00022.a.fits,208,336
22,Moris20220929/mor.2022B026.220929.DART4.00023.a.fits,211,336
23,Moris20220929/mor.2022B026.220929.DART4.00024.a.fits,212,338
24,Moris20220929/mor.2022B026.220929.DART4.00025.a.fits,211,339
25,Moris20220929/mor.2022B026.220929.DART4.00026.a.fits,210,338
26,Moris20220929/mor.2022B026.220929.DART4.00027.a.fits,209,336
27,Moris20220929/mor.2022B026.220929.DART4.00028.a.fits,210,337
28,Moris20220929/mor.2022B026.220929.DART4.00029.a.fits,210,339
29,Moris20220929/mor.2022B026.220929.DART4.00030.a.fits,209,338
30,Moris20220929/mor.2022B026.220929.DART4.00031.a.fits,208,337
31,Moris20220929/mor.2022B026.220929.DART4.00032.a.fits,209,337
32,Moris20220929/mor.2022B026.220929.DART4.00033.a.fits,208,338
33,Moris20220929/mor.2022B026.220929.DART4.00034.a.fits,209,339
34,Moris20220929/mor.2022B026.220929.DART4.00035.a.fits,210,339
35,Moris20220929/mor.2022B026.220929.DART4.00036.a.fits,210,339
36,Moris20220929/mor.2022B026.220929.DART4.00037.a.fits,210,337
37,Moris20220929/mor.2022B026.220929.DART4.00038.a.fits,210,337
38,Moris20220929/mor.2022B026.220929.DART4.00039.a.fits,210,338
39,Moris20220929/mor.2022B026.220929.DART4.00040.a.fits,208,336
40,Moris20220929/mor.2022B026.220929.DART4.00041.a.fits,211,337
41,Moris20220929/mor.2022B026.220929.DART4.00042.a.fits,273,329
