,file,x,y
0,Moris20220928/mor.2022B026.220928.DART3.00001.a.fits,206,336
1,Moris20220928/mor.2022B026.220928.DART3.00002.a.fits,206,335
2,Moris20220928/mor.2022B026.220928.DART3.00003.a.fits,206,335
3,Moris20220928/mor.2022B026.220928.DART3.00004.a.fits,206,336
4,Moris20220928/mor.2022B026.220928.DART3.00005.a.fits,207,335
5,Moris20220928/mor.2022B026.220928.DART3.00006.a.fits,207,335
6,Moris20220928/mor.2022B026.220928.DART3.00007.a.fits,206,335
7,Moris20220928/mor.2022B026.220928.DART3.00008.a.fits,206,335
8,Moris20220928/mor.2022B026.220928.DART3.00009.a.fits,206,336
9,Moris20220928/mor.2022B026.220928.DART3.00010.a.fits,207,336
10,Moris20220928/mor.2022B026.220928.DART3.00011.a.fits,207,337
11,Moris20220928/mor.2022B026.220928.DART3.00012.a.fits,207,337
12,Moris20220928/mor.2022B026.220928.DART3.00013.a.fits,206,337
13,Moris20220928/mor.2022B026.220928.DART3.00014.a.fits,207,336
14,Moris20220928/mor.2022B026.220928.DART3.00015.a.fits,207,336
15,Moris20220928/mor.2022B026.220928.DART3.00016.a.fits,206,336
16,Moris20220928/mor.2022B026.220928.DART3.00017.a.fits,206,336
17,Moris20220928/mor.2022B026.220928.DART3.00018.a.fits,206,336
18,Moris20220928/mor.2022B026.220928.DART3.00019.a.fits,206,336
19,Moris20220928/mor.2022B026.220928.DART3.00020.a.fits,207,337
20,Moris20220928/mor.2022B026.220928.DART3.00021.a.fits,206,337
21,Moris20220928/mor.2022B026.220928.DART3.00022.a.fits,206,336
22,Moris20220928/mor.2022B026.220928.DART3.00023.a.fits,207,336
23,Moris20220928/mor.2022B026.220928.DART3.00024.a.fits,207,336
24,Moris20220928/mor.2022B026.220928.DART3.00025.a.fits,207,337
25,Moris20220928/mor.2022B026.220928.DART3.00026.a.fits,207,336
26,Moris20220928/mor.2022B026.220928.DART3.00027.a.fits,206,336
27,Moris20220928/mor.2022B026.220928.DART3.00028.a.fits,206,336
28,Moris20220928/mor.2022B026.220928.DART3.00029.a.fits,206,336
29,Moris20220928/mor.2022B026.220928.DART3.00030.a.fits,206,338
30,Moris20220928/mor.2022B026.220928.DART3.00031.a.fits,206,337
31,Moris20220928/mor.2022B026.220928.DART3.00032.a.fits,206,338
32,Moris20220928/mor.2022B026.220928.DART3.00033.a.fits,206,339
33,Moris20220928/mor.2022B026.220928.DART3.00034.a.fits,206,337
34,Moris20220928/mor.2022B026.220928.DART3.00035.a.fits,206,337
35,Moris20220928/mor.2022B026.220928.DART3.00036.a.fits,206,337
36,Moris20220928/mor.2022B026.220928.DART3.00037.a.fits,206,337
37,Moris20220928/mor.2022B026.220928.DART3.00038.a.fits,205,336
38,Moris20220928/mor.2022B026.220928.DART3.00039.a.fits,206,336
39,Moris20220928/mor.2022B026.220928.DART3.00040.a.fits,206,337
40,Moris20220928/mor.2022B026.220928.DART3.00041.a.fits,206,337
41,Moris20220928/mor.2022B026.220928.DART3.00042.a.fits,269,330
42,Moris20220928/mor.2022B026.220928.DART3.00043.a.fits,271,331
43,Moris20220928/mor.2022B026.220928.DART3.00044.a.fits,270,330
44,Moris20220928/mor.2022B026.220928.DART3.00045.a.fits,270,330
45,Moris20220928/mor.2022B026.220928.DART3.00046.a.fits,270,330
46,Moris20220928/mor.2022B026.220928.DART3.00047.a.fits,270,330
47,Moris20220928/mor.2022B026.220928.DART3.00048.a.fits,270,329
48,Moris20220928/mor.2022B026.220928.DART3.00049.a.fits,269,329
49,Moris20220928/mor.2022B026.220928.DART3.00050.a.fits,268,330
50,Moris20220928/mor.2022B026.220928.DART3.00051.a.fits,269,330
51,Moris20220928/mor.2022B026.220928.DART3.00052.a.fits,269,330
52,Moris20220928/mor.2022B026.220928.DART3.00053.a.fits,269,329
53,Moris20220928/mor.2022B026.220928.DART3.00054.a.fits,271,329
54,Moris20220928/mor.2022B026.220928.DART3.00055.a.fits,270,329
55,Moris20220928/mor.2022B026.220928.DART3.00056.a.fits,270,330
56,Moris20220928/mor.2022B026.220928.DART3.00057.a.fits,270,329
57,Moris20220928/mor.2022B026.220928.DART3.00058.a.fits,269,330
58,Moris20220928/mor.2022B026.220928.DART3.00059.a.fits,270,330
59,Moris20220928/mor.2022B026.220928.DART3.00060.a.fits,269,329
60,Moris20220928/mor.2022B026.220928.DART3.00061.a.fits,271,329
61,Moris20220928/mor.2022B026.220928.DART3.00062.a.fits,270,328
62,Moris20220928/mor.2022B026.220928.DART3.00063.a.fits,270,328
63,Moris20220928/mor.2022B026.220928.DART3.00064.a.fits,270,328
64,Moris20220928/mor.2022B026.220928.DART3.00065.a.fits,270,328
65,Moris20220928/mor.2022B026.220928.DART3.00066.a.fits,270,329
66,Moris20220928/mor.2022B026.220928.DART3.00067.a.fits,271,328
67,Moris20220928/mor.2022B026.220928.DART3.00068.a.fits,270,329
68,Moris20220928/mor.2022B026.220928.DART3.00069.a.fits,270,328
69,Moris20220928/mor.2022B026.220928.DART3.00070.a.fits,270,329
70,Moris20220928/mor.2022B026.220928.DART3.00071.a.fits,269,328
71,Moris20220928/mor.2022B026.220928.DART3.00072.a.fits,270,327
72,Moris20220928/mor.2022B026.220928.DART3.00073.a.fits,270,327
73,Moris20220928/mor.2022B026.220928.DART3.00074.a.fits,271,329
74,Moris20220928/mor.2022B026.220928.DART3.00075.a.fits,270,328
75,Moris20220928/mor.2022B026.220928.DART3.00076.a.fits,270,328
76,Moris20220928/mor.2022B026.220928.DART3.00077.a.fits,270,328
77,Moris20220928/mor.2022B026.220928.DART3.00078.a.fits,270,329
78,Moris20220928/mor.2022B026.220928.DART3.00079.a.fits,270,328
79,Moris20220928/mor.2022B026.220928.DART3.00080.a.fits,270,329
80,Moris20220928/mor.2022B026.220928.DART3.00081.a.fits,271,328
81,Moris20220928/mor.2022B026.220928.DART3.00082.a.fits,271,327
82,Moris20220928/mor.2022B026.220928.DART3.00083.a.fits,270,327
83,Moris20220928/mor.2022B026.220928.DART3.00084.a.fits,270,328
84,Moris20220928/mor.2022B026.220928.DART3.00085.a.fits,205,335
