,file,x,y
0,Moris20221001/mor.2022B026.221001.DART6.00001.a.fits,212,339
1,Moris20221001/mor.2022B026.221001.DART6.00002.a.fits,214,340
2,Moris20221001/mor.2022B026.221001.DART6.00003.a.fits,275,326
3,Moris20221001/mor.2022B026.221001.DART6.00004.a.fits,273,325
4,Moris20221001/mor.2022B026.221001.DART6.00005.a.fits,273,325
5,Moris20221001/mor.2022B026.221001.DART6.00006.a.fits,274,325
6,Moris20221001/mor.2022B026.221001.DART6.00007.a.fits,274,327
7,Moris20221001/mor.2022B026.221001.DART6.00008.a.fits,275,327
8,Moris20221001/mor.2022B026.221001.DART6.00009.a.fits,274,326
9,Moris20221001/mor.2022B026.221001.DART6.00010.a.fits,274,325
10,Moris20221001/mor.2022B026.221001.DART6.00011.a.fits,274,324
11,Moris20221001/mor.2022B026.221001.DART6.00012.a.fits,273,325
12,Moris20221001/mor.2022B026.221001.DART6.00013.a.fits,274,325
13,Moris20221001/mor.2022B026.221001.DART6.00014.a.fits,275,326
14,Moris20221001/mor.2022B026.221001.DART6.00015.a.fits,276,327
15,Moris20221001/mor.2022B026.221001.DART6.00016.a.fits,275,325
16,Moris20221001/mor.2022B026.221001.DART6.00017.a.fits,272,325
17,Moris20221001/mor.2022B026.221001.DART6.00018.a.fits,272,323
18,Moris20221001/mor.2022B026.221001.DART6.00019.a.fits,274,325
19,Moris20221001/mor.2022B026.221001.DART6.00020.a.fits,275,325
20,Moris20221001/mor.2022B026.221001.DART6.00021.a.fits,274,327
21,Moris20221001/mor.2022B026.221001.DART6.00022.a.fits,275,326
22,Moris20221001/mor.2022B026.221001.DART6.00023.a.fits,274,324
23,Moris20221001/mor.2022B026.221001.DART6.00024.a.fits,273,325
24,Moris20221001/mor.2022B026.221001.DART6.00025.a.fits,273,327
25,Moris20221001/mor.2022B026.221001.DART6.00026.a.fits,273,327
26,Moris20221001/mor.2022B026.221001.DART6.00027.a.fits,274,325
27,Moris20221001/mor.2022B026.221001.DART6.00028.a.fits,274,325
28,Moris20221001/mor.2022B026.221001.DART6.00029.a.fits,274,323
29,Moris20221001/mor.2022B026.221001.DART6.00030.a.fits,274,323
30,Moris20221001/mor.2022B026.221001.DART6.00031.a.fits,274,325
31,Moris20221001/mor.2022B026.221001.DART6.00032.a.fits,275,326
32,Moris20221001/mor.2022B026.221001.DART6.00033.a.fits,275,326
33,Moris20221001/mor.2022B026.221001.DART6.00034.a.fits,274,326
34,Moris20221001/mor.2022B026.221001.DART6.00035.a.fits,274,326
35,Moris20221001/mor.2022B026.221001.DART6.00036.a.fits,273,325
36,Moris20221001/mor.2022B026.221001.DART6.00037.a.fits,274,324
