,file,x,y
0,Moris20221002/mor.2022B026.221002.DART7.00001.a.fits,212,343
1,Moris20221002/mor.2022B026.221002.DART7.00002.a.fits,211,345
2,Moris20221002/mor.2022B026.221002.DART7.00003.a.fits,210,343
3,Moris20221002/mor.2022B026.221002.DART7.00004.a.fits,209,342
4,Moris20221002/mor.2022B026.221002.DART7.00005.a.fits,211,342
5,Moris20221002/mor.2022B026.221002.DART7.00006.a.fits,210,340
6,Moris20221002/mor.2022B026.221002.DART7.00007.a.fits,212,342
7,Moris20221002/mor.2022B026.221002.DART7.00008.a.fits,211,344
8,Moris20221002/mor.2022B026.221002.DART7.00009.a.fits,210,343
9,Moris20221002/mor.2022B026.221002.DART7.00010.a.fits,211,343
10,Moris20221002/mor.2022B026.221002.DART7.00011.a.fits,211,343
11,Moris20221002/mor.2022B026.221002.DART7.00012.a.fits,211,344
12,Moris20221002/mor.2022B026.221002.DART7.00013.a.fits,211,344
13,Moris20221002/mor.2022B026.221002.DART7.00014.a.fits,210,341
14,Moris20221002/mor.2022B026.221002.DART7.00015.a.fits,212,345
15,Moris20221002/mor.2022B026.221002.DART7.00016.a.fits,211,346
16,Moris20221002/mor.2022B026.221002.DART7.00017.a.fits,210,341
17,Moris20221002/mor.2022B026.221002.DART7.00018.a.fits,214,341
18,Moris20221002/mor.2022B026.221002.DART7.00019.a.fits,213,343
19,Moris20221002/mor.2022B026.221002.DART7.00020.a.fits,211,343
20,Moris20221002/mor.2022B026.221002.DART7.00021.a.fits,213,344
21,Moris20221002/mor.2022B026.221002.DART7.00022.a.fits,273,325
22,Moris20221002/mor.2022B026.221002.DART7.00023.a.fits,274,324
23,Moris20221002/mor.2022B026.221002.DART7.00024.a.fits,273,323
24,Moris20221002/mor.2022B026.221002.DART7.00025.a.fits,272,319
25,Moris20221002/mor.2022B026.221002.DART7.00026.a.fits,270,322
26,Moris20221002/mor.2022B026.221002.DART7.00027.a.fits,273,323
27,Moris20221002/mor.2022B026.221002.DART7.00028.a.fits,273,324
28,Moris20221002/mor.2022B026.221002.DART7.00029.a.fits,272,324
29,Moris20221002/mor.2022B026.221002.DART7.00030.a.fits,272,323
30,Moris20221002/mor.2022B026.221002.DART7.00031.a.fits,269,324
31,Moris20221002/mor.2022B026.221002.DART7.00032.a.fits,272,321
32,Moris20221002/mor.2022B026.221002.DART7.00033.a.fits,273,323
33,Moris20221002/mor.2022B026.221002.DART7.00034.a.fits,273,323
34,Moris20221002/mor.2022B026.221002.DART7.00035.a.fits,274,324
35,Moris20221002/mor.2022B026.221002.DART7.00036.a.fits,275,324
36,Moris20221002/mor.2022B026.221002.DART7.00037.a.fits,271,323
37,Moris20221002/mor.2022B026.221002.DART7.00038.a.fits,271,324
38,Moris20221002/mor.2022B026.221002.DART7.00039.a.fits,272,324
39,Moris20221002/mor.2022B026.221002.DART7.00040.a.fits,272,322
40,Moris20221002/mor.2022B026.221002.DART7.00041.a.fits,274,322
41,Moris20221002/mor.2022B026.221002.DART7.00042.a.fits,272,322
42,Moris20221002/mor.2022B026.221002.DART7.00043.a.fits,269,322
43,Moris20221002/mor.2022B026.221002.DART7.00044.a.fits,271,324
44,Moris20221002/mor.2022B026.221002.DART7.00045.a.fits,272,327
45,Moris20221002/mor.2022B026.221002.DART7.00046.a.fits,273,324
46,Moris20221002/mor.2022B026.221002.DART7.00047.a.fits,275,323
47,Moris20221002/mor.2022B026.221002.DART7.00048.a.fits,273,323
48,Moris20221002/mor.2022B026.221002.DART7.00049.a.fits,273,322
49,Moris20221002/mor.2022B026.221002.DART7.00050.a.fits,273,324
50,Moris20221002/mor.2022B026.221002.DART7.00051.a.fits,273,321
51,Moris20221002/mor.2022B026.221002.DART7.00052.a.fits,274,321
52,Moris20221002/mor.2022B026.221002.DART7.00053.a.fits,274,320
53,Moris20221002/mor.2022B026.221002.DART7.00054.a.fits,273,322
54,Moris20221002/mor.2022B026.221002.DART7.00055.a.fits,273,321
55,Moris20221002/mor.2022B026.221002.DART7.00056.a.fits,274,323
56,Moris20221002/mor.2022B026.221002.DART7.00057.a.fits,272,323
57,Moris20221002/mor.2022B026.221002.DART7.00058.a.fits,273,324
58,Moris20221002/mor.2022B026.221002.DART7.00059.a.fits,274,321
59,Moris20221002/mor.2022B026.221002.DART7.00060.a.fits,275,324
60,Moris20221002/mor.2022B026.221002.DART7.00061.a.fits,273,323
61,Moris20221002/mor.2022B026.221002.DART7.00062.a.fits,271,325
62,Moris20221002/mor.2022B026.221002.DART7.00063.a.fits,270,324
63,Moris20221002/mor.2022B026.221002.DART7.00064.a.fits,207,344
64,Moris20221002/mor.2022B026.221002.DART7.00065.a.fits,211,343
65,Moris20221002/mor.2022B026.221002.DART7.00066.a.fits,212,344
66,Moris20221002/mor.2022B026.221002.DART7.00067.a.fits,210,343
67,Moris20221002/mor.2022B026.221002.DART7.00068.a.fits,212,342
68,Moris20221002/mor.2022B026.221002.DART7.00069.a.fits,210,343
69,Moris20221002/mor.2022B026.221002.DART7.00070.a.fits,210,342
70,Moris20221002/mor.2022B026.221002.DART7.00071.a.fits,213,345
71,Moris20221002/mor.2022B026.221002.DART7.00072.a.fits,215,343
72,Moris20221002/mor.2022B026.221002.DART7.00073.a.fits,212,342
73,Moris20221002/mor.2022B026.221002.DART7.00074.a.fits,215,343
74,Moris20221002/mor.2022B026.221002.DART7.00075.a.fits,212,345
75,Moris20221002/mor.2022B026.221002.DART7.00076.a.fits,212,341
76,Moris20221002/mor.2022B026.221002.DART7.00077.a.fits,214,341
77,Moris20221002/mor.2022B026.221002.DART7.00078.a.fits,213,339
78,Moris20221002/mor.2022B026.221002.DART7.00079.a.fits,212,340
79,Moris20221002/mor.2022B026.221002.DART7.00080.a.fits,213,340
80,Moris20221002/mor.2022B026.221002.DART7.00081.a.fits,212,341
81,Moris20221002/mor.2022B026.221002.DART7.00082.a.fits,214,343
82,Moris20221002/mor.2022B026.221002.DART7.00083.a.fits,215,345
83,Moris20221002/mor.2022B026.221002.DART7.00084.a.fits,211,342
84,Moris20221002/mor.2022B026.221002.DART7.00085.a.fits,211,343
85,Moris20221002/mor.2022B026.221002.DART7.00086.a.fits,212,344
86,Moris20221002/mor.2022B026.221002.DART7.00087.a.fits,211,343
87,Moris20221002/mor.2022B026.221002.DART7.00088.a.fits,210,342
88,Moris20221002/mor.2022B026.221002.DART7.00089.a.fits,209,342
89,Moris20221002/mor.2022B026.221002.DART7.00090.a.fits,211,345
90,Moris20221002/mor.2022B026.221002.DART7.00091.a.fits,213,347
91,Moris20221002/mor.2022B026.221002.DART7.00092.a.fits,207,348
92,Moris20221002/mor.2022B026.221002.DART7.00093.a.fits,208,349
93,Moris20221002/mor.2022B026.221002.DART7.00094.a.fits,212,340
94,Moris20221002/mor.2022B026.221002.DART7.00095.a.fits,211,343
95,Moris20221002/mor.2022B026.221002.DART7.00096.a.fits,210,344
96,Moris20221002/mor.2022B026.221002.DART7.00097.a.fits,208,348
97,Moris20221002/mor.2022B026.221002.DART7.00098.a.fits,204,346
98,Moris20221002/mor.2022B026.221002.DART7.00099.a.fits,211,344
99,Moris20221002/mor.2022B026.221002.DART7.00100.a.fits,208,342
100,Moris20221002/mor.2022B026.221002.DART7.00101.a.fits,215,341
101,Moris20221002/mor.2022B026.221002.DART7.00102.a.fits,211,340
102,Moris20221002/mor.2022B026.221002.DART7.00103.a.fits,213,339
103,Moris20221002/mor.2022B026.221002.DART7.00104.a.fits,211,343
104,Moris20221002/mor.2022B026.221002.DART7.00105.a.fits,210,342
105,Moris20221002/mor.2022B026.221002.DART7.00106.a.fits,210,346
106,Moris20221002/mor.2022B026.221002.DART7.00107.a.fits,271,323
107,Moris20221002/mor.2022B026.221002.DART7.00108.a.fits,273,324
108,Moris20221002/mor.2022B026.221002.DART7.00109.a.fits,272,322
109,Moris20221002/mor.2022B026.221002.DART7.00110.a.fits,272,324
110,Moris20221002/mor.2022B026.221002.DART7.00111.a.fits,272,325
111,Moris20221002/mor.2022B026.221002.DART7.00112.a.fits,271,322
112,Moris20221002/mor.2022B026.221002.DART7.00113.a.fits,271,321
113,Moris20221002/mor.2022B026.221002.DART7.00114.a.fits,273,324
114,Moris20221002/mor.2022B026.221002.DART7.00115.a.fits,271,324
115,Moris20221002/mor.2022B026.221002.DART7.00116.a.fits,271,323
116,Moris20221002/mor.2022B026.221002.DART7.00117.a.fits,268,322
117,Moris20221002/mor.2022B026.221002.DART7.00118.a.fits,271,322
118,Moris20221002/mor.2022B026.221002.DART7.00119.a.fits,271,324
119,Moris20221002/mor.2022B026.221002.DART7.00120.a.fits,273,325
120,Moris20221002/mor.2022B026.221002.DART7.00121.a.fits,273,321
121,Moris20221002/mor.2022B026.221002.DART7.00122.a.fits,274,323
122,Moris20221002/mor.2022B026.221002.DART7.00123.a.fits,274,326
123,Moris20221002/mor.2022B026.221002.DART7.00124.a.fits,270,325
124,Moris20221002/mor.2022B026.221002.DART7.00125.a.fits,271,327
125,Moris20221002/mor.2022B026.221002.DART7.00126.a.fits,273,323
126,Moris20221002/mor.2022B026.221002.DART7.00127.a.fits,274,324
127,Moris20221002/mor.2022B026.221002.DART7.00128.a.fits,274,319
128,Moris20221002/mor.2022B026.221002.DART7.00129.a.fits,274,321
129,Moris20221002/mor.2022B026.221002.DART7.00130.a.fits,272,323
130,Moris20221002/mor.2022B026.221002.DART7.00131.a.fits,271,321
131,Moris20221002/mor.2022B026.221002.DART7.00132.a.fits,274,323
132,Moris20221002/mor.2022B026.221002.DART7.00133.a.fits,276,323
133,Moris20221002/mor.2022B026.221002.DART7.00134.a.fits,272,322
134,Moris20221002/mor.2022B026.221002.DART7.00135.a.fits,271,323
135,Moris20221002/mor.2022B026.221002.DART7.00136.a.fits,271,320
136,Moris20221002/mor.2022B026.221002.DART7.00137.a.fits,269,321
137,Moris20221002/mor.2022B026.221002.DART7.00138.a.fits,271,320
138,Moris20221002/mor.2022B026.221002.DART7.00139.a.fits,270,321
139,Moris20221002/mor.2022B026.221002.DART7.00140.a.fits,270,319
140,Moris20221002/mor.2022B026.221002.DART7.00141.a.fits,213,341
141,Moris20221002/mor.2022B026.221002.DART7.00142.a.fits,212,342
142,Moris20221002/mor.2022B026.221002.DART7.00143.a.fits,212,342
143,Moris20221002/mor.2022B026.221002.DART7.00144.a.fits,208,343
144,Moris20221002/mor.2022B026.221002.DART7.00145.a.fits,208,345
145,Moris20221002/mor.2022B026.221002.DART7.00146.a.fits,210,346
146,Moris20221002/mor.2022B026.221002.DART7.00147.a.fits,211,344
147,Moris20221002/mor.2022B026.221002.DART7.00148.a.fits,210,343
148,Moris20221002/mor.2022B026.221002.DART7.00149.a.fits,209,342
149,Moris20221002/mor.2022B026.221002.DART7.00150.a.fits,211,342
150,Moris20221002/mor.2022B026.221002.DART7.00151.a.fits,212,342
151,Moris20221002/mor.2022B026.221002.DART7.00152.a.fits,211,343
152,Moris20221002/mor.2022B026.221002.DART7.00153.a.fits,214,342
153,Moris20221002/mor.2022B026.221002.DART7.00154.a.fits,213,341
154,Moris20221002/mor.2022B026.221002.DART7.00155.a.fits,211,337
155,Moris20221002/mor.2022B026.221002.DART7.00156.a.fits,211,344
156,Moris20221002/mor.2022B026.221002.DART7.00157.a.fits,210,343
157,Moris20221002/mor.2022B026.221002.DART7.00158.a.fits,214,343
158,Moris20221002/mor.2022B026.221002.DART7.00159.a.fits,213,345
159,Moris20221002/mor.2022B026.221002.DART7.00160.a.fits,216,343
160,Moris20221002/mor.2022B026.221002.DART7.00161.a.fits,216,339
161,Moris20221002/mor.2022B026.221002.DART7.00162.a.fits,217,340
162,Moris20221002/mor.2022B026.221002.DART7.00163.a.fits,215,340
163,Moris20221002/mor.2022B026.221002.DART7.00164.a.fits,213,343
164,Moris20221002/mor.2022B026.221002.DART7.00165.a.fits,215,345
165,Moris20221002/mor.2022B026.221002.DART7.00166.a.fits,211,341
166,Moris20221002/mor.2022B026.221002.DART7.00167.a.fits,213,342
167,Moris20221002/mor.2022B026.221002.DART7.00168.a.fits,211,342
168,Moris20221002/mor.2022B026.221002.DART7.00169.a.fits,213,341
169,Moris20221002/mor.2022B026.221002.DART7.00170.a.fits,213,341
170,Moris20221002/mor.2022B026.221002.DART7.00171.a.fits,274,323
171,Moris20221002/mor.2022B026.221002.DART7.00172.a.fits,272,324
172,Moris20221002/mor.2022B026.221002.DART7.00173.a.fits,269,321
173,Moris20221002/mor.2022B026.221002.DART7.00174.a.fits,269,319
174,Moris20221002/mor.2022B026.221002.DART7.00175.a.fits,271,322
175,Moris20221002/mor.2022B026.221002.DART7.00176.a.fits,272,322
176,Moris20221002/mor.2022B026.221002.DART7.00177.a.fits,273,321
177,Moris20221002/mor.2022B026.221002.DART7.00178.a.fits,274,322
178,Moris20221002/mor.2022B026.221002.DART7.00179.a.fits,276,324
179,Moris20221002/mor.2022B026.221002.DART7.00180.a.fits,273,320
180,Moris20221002/mor.2022B026.221002.DART7.00181.a.fits,275,321
181,Moris20221002/mor.2022B026.221002.DART7.00182.a.fits,273,323
182,Moris20221002/mor.2022B026.221002.DART7.00183.a.fits,275,322
183,Moris20221002/mor.2022B026.221002.DART7.00184.a.fits,274,321
184,Moris20221002/mor.2022B026.221002.DART7.00185.a.fits,276,322
185,Moris20221002/mor.2022B026.221002.DART7.00186.a.fits,274,321
186,Moris20221002/mor.2022B026.221002.DART7.00187.a.fits,274,321
187,Moris20221002/mor.2022B026.221002.DART7.00188.a.fits,273,323
188,Moris20221002/mor.2022B026.221002.DART7.00189.a.fits,275,318
189,Moris20221002/mor.2022B026.221002.DART7.00190.a.fits,275,316
190,Moris20221002/mor.2022B026.221002.DART7.00191.a.fits,275,322
191,Moris20221002/mor.2022B026.221002.DART7.00192.a.fits,273,320
192,Moris20221002/mor.2022B026.221002.DART7.00193.a.fits,271,323
193,Moris20221002/mor.2022B026.221002.DART7.00194.a.fits,270,322
194,Moris20221002/mor.2022B026.221002.DART7.00195.a.fits,273,323
195,Moris20221002/mor.2022B026.221002.DART7.00196.a.fits,272,320
196,Moris20221002/mor.2022B026.221002.DART7.00197.a.fits,209,339
197,Moris20221002/mor.2022B026.221002.DART7.00198.a.fits,212,342
198,Moris20221002/mor.2022B026.221002.DART7.00199.a.fits,212,341
199,Moris20221002/mor.2022B026.221002.DART7.00200.a.fits,212,342
200,Moris20221002/mor.2022B026.221002.DART7.00201.a.fits,219,343
201,Moris20221002/mor.2022B026.221002.DART7.00202.a.fits,216,339
202,Moris20221002/mor.2022B026.221002.DART7.00203.a.fits,215,337
203,Moris20221002/mor.2022B026.221002.DART7.00204.a.fits,215,341
204,Moris20221002/mor.2022B026.221002.DART7.00205.a.fits,215,342
205,Moris20221002/mor.2022B026.221002.DART7.00206.a.fits,215,344
206,Moris20221002/mor.2022B026.221002.DART7.00207.a.fits,214,344
207,Moris20221002/mor.2022B026.221002.DART7.00208.a.fits,214,339
208,Moris20221002/mor.2022B026.221002.DART7.00209.a.fits,217,341
209,Moris20221002/mor.2022B026.221002.DART7.00210.a.fits,215,340
210,Moris20221002/mor.2022B026.221002.DART7.00211.a.fits,213,340
211,Moris20221002/mor.2022B026.221002.DART7.00212.a.fits,216,341
212,Moris20221002/mor.2022B026.221002.DART7.00213.a.fits,217,341
213,Moris20221002/mor.2022B026.221002.DART7.00214.a.fits,216,342
214,Moris20221002/mor.2022B026.221002.DART7.00215.a.fits,214,345
215,Moris20221002/mor.2022B026.221002.DART7.00216.a.fits,215,342
216,Moris20221002/mor.2022B026.221002.DART7.00217.a.fits,215,344
217,Moris20221002/mor.2022B026.221002.DART7.00218.a.fits,215,342
218,Moris20221002/mor.2022B026.221002.DART7.00219.a.fits,216,344
219,Moris20221002/mor.2022B026.221002.DART7.00220.a.fits,216,343
220,Moris20221002/mor.2022B026.221002.DART7.00221.a.fits,215,343
221,Moris20221002/mor.2022B026.221002.DART7.00222.a.fits,218,340
222,Moris20221002/mor.2022B026.221002.DART7.00223.a.fits,221,341
223,Moris20221002/mor.2022B026.221002.DART7.00224.a.fits,218,343
224,Moris20221002/mor.2022B026.221002.DART7.00225.a.fits,217,342
225,Moris20221002/mor.2022B026.221002.DART7.00226.a.fits,215,340
226,Moris20221002/mor.2022B026.221002.DART7.00227.a.fits,217,343
227,Moris20221002/mor.2022B026.221002.DART7.00228.a.fits,214,342
228,Moris20221002/mor.2022B026.221002.DART7.00229.a.fits,214,342
229,Moris20221002/mor.2022B026.221002.DART7.00230.a.fits,216,342
230,Moris20221002/mor.2022B026.221002.DART7.00231.a.fits,210,343
231,Moris20221002/mor.2022B026.221002.DART7.00232.a.fits,209,343
232,Moris20221002/mor.2022B026.221002.DART7.00233.a.fits,271,322
233,Moris20221002/mor.2022B026.221002.DART7.00234.a.fits,271,324
234,Moris20221002/mor.2022B026.221002.DART7.00235.a.fits,272,322
235,Moris20221002/mor.2022B026.221002.DART7.00236.a.fits,272,323
236,Moris20221002/mor.2022B026.221002.DART7.00237.a.fits,269,320
237,Moris20221002/mor.2022B026.221002.DART7.00238.a.fits,272,321
238,Moris20221002/mor.2022B026.221002.DART7.00239.a.fits,273,323
239,Moris20221002/mor.2022B026.221002.DART7.00240.a.fits,270,323
240,Moris20221002/mor.2022B026.221002.DART7.00241.a.fits,272,323
241,Moris20221002/mor.2022B026.221002.DART7.00242.a.fits,272,323
242,Moris20221002/mor.2022B026.221002.DART7.00243.a.fits,272,324
243,Moris20221002/mor.2022B026.221002.DART7.00244.a.fits,273,326
244,Moris20221002/mor.2022B026.221002.DART7.00245.a.fits,273,323
245,Moris20221002/mor.2022B026.221002.DART7.00246.a.fits,274,320
246,Moris20221002/mor.2022B026.221002.DART7.00247.a.fits,274,321
247,Moris20221002/mor.2022B026.221002.DART7.00248.a.fits,272,320
248,Moris20221002/mor.2022B026.221002.DART7.00249.a.fits,272,321
249,Moris20221002/mor.2022B026.221002.DART7.00250.a.fits,273,320
